INDEX,TARGET,FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,LabelAppeal,AcidIndex,STARS
356,1,11.9,.57,.1,-10,.094,273,-159,.9972,4.33,3.75,9.2,-1,8,1
359,0,10.4,.575,.81,2.6,.587,-213,76,.98409,3.16,-2.69,9,1,12, 
361,0,7,-.64,.17,-13.8,.049,259,-727,.94211,2.69,.36,15.8,0,8, 
362,5,6.9,.55,-.25,-21.5,.029,-120,107,1.01737,2.02,-2.02,9.8,-1,7,3
363,0,8.6,.33,1.3,2.6,-.031,16,68,.99782,3.3, ,9.4,1,9, 
364,1,18.1,.33,.64, ,.056,-64,-101,.9972,3.42,1.47,6,-2,8, 
365,5,8.5,.48,.3,1.5,.037, ,160,.97418,4.35,-1.22,15.5,0,7,2
369,3,7.6,-.77,1.23,4.6,.338,33,552,.99018,3.04,.43,13.1,-1,9,1
370,5,7.2,-.48,.29,54.4,-.216,-57,-546,1.00726,3.33,-2.35,11,-1,7, 
371,4,6.8,.23,.42,-100.7,.044,56,189,.96061,3.22,.48,11.8,0,7,1
372,0,8.4,.61,.4,1.4,.343,-254,178,.9909,1.9,.68,14.2,1,7, 
373,2,7.5,.07,.32,9,.393, , ,1.04361,3.25,-.18,10.4,-2,8, 
374,5,7.1,-1.1,-1.16,10.7,.178,-46,-174,.9959,3.16,2.1,10.9,0,8,3
375,0,-4.7,-1.25,.31,1.7,.079,111, ,.99716,3.43,1.12,2.8,1,8, 
377,5,14.9,.41,.3,3.2, ,49,45,.9927,2.37,1.5,11.7,0,7,2
378,5,6.3,1.5,1.16,1.7,.041,-487,499,1.03032,3.32,.56,15.2,1,7,3
379,2,6.8,.22,1.52,-33,.041,-226,182,.99104,2.65,.87,13.1,-1,7,1
381,0,6.2,1.93,.24,1.7,.077,193,34,1.04248,2.81,.6, ,1,7,1
382,5,.2,-.29,-1.34,-10.2,.024,298,389,.99234,3.37,.58,12.5,1,6,4
383,6,1,.21,.27,-110.8,-.338,-56,139,1.03285,3.16,.61,10.3,1,7,3
384,5,15.7,.18,-.58,0,-.118,-91,-235,.99406,3.11,1.73,13.7,0,7,2
385,0,-4.6,.26,-.08,-3.75,.049,41.5,-178,1.07817,3.06,.44,4.2,-1,8, 
386,4,8.1,.45,-.09,8.3,.037,33,565,.9976,3.31,.64,7.3,1,9,2
387,4,8.2,.22,.19,1.1,.064,36,32,.99297,4.2,.5,13.8,0,7,3
389,0,10.4,1.78,.18,52.3,.042,109,101,.9924,3.46,2.1,17.9,0,6, 
390,3,-6.1,-1.21,1.92,11.3,.048,232,118,.96491,3.18,-.69,10.3,0,9,1
391,5,6.7,-.38,.2,-49,.229,-200,471,.9956,3.37,.64,10.4,1,8,2
392,6,6.5,-.17,-.39,1.9,.036,-197,439,.94561,1.91, ,11.9,1,7, 
393,5,12.3,.4,.27,50.2, ,75,114,.99335,3.04,.52,11.5,0,8,2
394,3,7.2,-.79,.37,-4.75,.253,48,103,.99542,3.91,-.53,15.3,0,7,2
395,3,7.3,-.95,.39,-6.9,.034,-29,-234,.9942,3.18,.46,11.5,0,8,2
397,5,1.9,.33,.3,27.8,.036,-120,447,.99028,3.25,2.38,12.5,0,7,3
399,0,3.5,.66,.41,1.3,.044,11, ,1.04381,4.11,-.35,8.6,0,8, 
400,4,7.5,.36,.29,1.5,.046,239,7,.95322,2.62,.45,5.8,0,8,1
401,5,.5,.18,1.57,8.3, ,20,-46.5,.9923,2.51,.79,17.7,1,7,1
402,3,3.9,.665,.19,66.1,.048,-176,378,.99487,3.26,.71, ,-1,6, 
404,2,.399999999999999,.55,.13,1.7,-.049,-45,165,.994,2.69,.58,8.8,-2,8,1
405,0,.800000000000001,.38,.4,2.2,.068,12,28,1.01176,4.35,1.86,17.6,-1,10, 
406,5,-2,.22,-.42,-49.2, ,-189,130,.96911,3.11,-1.02,15.7,0,7,2
407,3,8.3,.815,-.85,2.3,-.23,15,471,.97432,3.65,.66,1.2,0,9,1
408,3,7,.19,.23,50.5,.123,27,-254,.91284,1.32,.54,7.2,-1,7,3
409,0,16.8,.41,1.06,65,.096,17,69,.99734,3.26,.63,10.2,0,10, 
411,0,6.6,.84,.03,2.3,.09,114,-275,.9952,4.36,.56, ,0,7, 
413,4,6.8,-.9,.18,52.6,-.082,547,521,.96083,2.74,1.86,15.3,0,7,2
414,3,8,.22,.2,15.4,.043,57,476,1.02266, ,.54,9.4,0,8,1
415,4,7.2,-.22,-.69,43,.538,34,140,.99,3.05,.44,12.7,0,8,2
416,0,6.8,.18,.52,12.8,.014,106,553,1.05792,3,.52,15.4,-1,7, 
417,4,7.3,.145,-.53,9.1,.229,14,64,.99012,1.28,.37,13.9,-1,8,1
418,4,17.8,.22,.28,7.2,.06,-28,24,.9935,2.99,.23,8.5,0,8,2
419,4,15.8,1.17,.52,20.8,-.195,61,339,.96596,2,1.33,14.6,0,8,3
421,4,7.4,-.73,-.32,1.4,.025,27,2,.9915,3.75,.33,11.2,0,8,3
422,0,9.5,.57,.07,2.3,.082,23,-259,.99782,3.27,.25,15.8,1,10, 
423,5,-3.9,.25,-1.08,5.7,.052,176,152,.99856,3.16,.88,10.5,1,7,2
424,4,2.5,.29,1.62,1.7,.024,-228, ,.98923,3.5,.59,6.4,-1,7,1
425,2,3.4,.63,.44,28.4,.648,199,108,1.03741,2.03,.64,8.6,-1,8, 
426,5,.800000000000001,-1.01,-.27,49.1,.488,-206,102,1.0817,2.63,.55,12.7,0,7,2
427,5,5.6,.49,1.2,3.2,-.484,33,249,.99126,2.71,.58,9.9,1,6,1
428,8,7.9,1.25,.34,-39.2,-.058,226,17,.99235,2.5,1.05,13.1,2,9,4
429,0,-5,.32,.25,2.3, ,-165,-169,.94462,3.42,.15,10.6,-2,7, 
430,5,13.3,.18,.14,11.5,.638,-62,-156,.99406,3.11,-.22,9.3,0,7,3
431,4,14.9,1.23,1.87,2,.039,-20,-205,.94425,3.63,.41,11.2,0,8,1
432,4,-1.1,1.22,.47,2.5,-.303,9,-335,.9981,3.24,.84,7.7,0,11,3
433,5,8.4,1.91,.36,44.2,.043,-21,207,1.04422,3.11, ,9.6,1,7,3
435,2,-6,-.515,.39,9.7,.032,-101,68,1.06304,3.35,.34,5.6,-1,6,3
436,4,7.1,.79,1.08,12.9,.034,25,281,.99616,3.05, ,10,0,8,3
437,0,9.1,-.14,.49,1,.094,38,-164,.99136,3.08,.59,9.1,0,10, 
438,4,6.3,1.31,-.79,13.7,.515,53,134,.99567,3.17,1.3, ,0,7,1
439,0,9.8,.75,-.57,-16.6,.074,-150,-387,.99534,3.4,1.56,11,1,8,1
441,5,7.2,.19,.94,12.8,.053,48.5,229,.96252,3.14,3.09,3.9,0,8,2
442,5,7.6,1.12,.27,5.2,-.407,-41,101,.99172,3.22,1.09,12.3,0,8,3
443,1,7.2,.65,1.53, ,.525,37,183,.99474,3.08,.5,21.4,-2,8, 
444,2,11,.78,-.49,56.35,.048,327,189,1.00582,3, ,14.3,-2,8,1
445,3,5.9,.26,-.87,-47.6,.034,36,152,.9972,3.28,-.99,9.5,-1,6,1
446,0,3.3,-.48,.69,14.2,.078,12,-174,.9958,3, ,18.2,0,13,1
447,4,7,-1.22,1.82,14.3,-.343,27,93,.998,3.73,.35,9.2,0,7,2
448,3,-1,1.66,-.32,16,.312,14,501,1.00676,3.96,.03,13.2,-1,6,1
449,3,6.8,-.92,.86,-113.1,.052,51,925,.99544,3.67,.95,10.4,-1,7,2
451,2,2.6,.71,-1.18,5.6,.046,155,324,.96214,3.29,.51,10.5333333333333,-1,7,1
452,5,5.3,.76,-1.29,2.7,.263,27,93,.96273,3.34,.81,9.2,2,6,3
454,2,11.6,.85,.53,-39.3,.105,33,98,.99688,3.2,-.38,3.5,-1,13,1
455,4,-1.6,.85,.04,-108.7, ,154,151,.99907,2,2.41,9.5,1,8,3
456,0,16.8,1.8,.26,2,.644,13,220,.96473,3.36,.52,20.1,2,8,2
457,0,15.2,-.36,.47,46.1,.228, ,190,.9914,2.59,1.05,12.2,1,7,1
458,0,7.8,1.08,-.45,12.2, ,46,-609,.9545,2.63,1.51,8.9,1,8, 
459,4,6.1,.16,1.96,-.2,.042,-18,3,.96043,3.57,.75,10.6,-1,7,2
460,5,17.1,-.26,.26,16.75,.05,-9,112,.9999,3.15,-.73,9.2,2,9, 
461,3,5.3,.585,.07,-18,.322,34,466,.95145,2.11,.39,6.1,-1,6, 
462,3,6.9,.4,.42,6.2,-.111,210,331,.98668,2.58,.54,19.8,0,8,1
463,0,-5.6,.24,-.89,33,-.163,-98,128,.992,4.02,.49,11.2,1,6, 
467,0,7.3,.41,.26, ,.032,154,-95,.99584,4.56,.22,15.9,0,8,1
468,4,6.2,-.55,-.03,7.6,.029,178,81,.99,2.12,.42,12.2,0,7,2
469,0,9.4,.5,1.37,3.6,.082,5,184,.9987,2.54,.34,7.4,1,10, 
470,0,1.2,.915,.29,27,.07,15,39,.95114,3.53,.54,6.9,0,8,1
471,5,6.9,.21,1.16,6.3,.042,-203,109,.99358,3.83, , ,1,8,2
472,4,6.4,.19,-.59,52.5,.032,32,-122,.97566,2.95,.41,11.7,0,7,2
474,4,-.299999999999999,.39,.34,13,.055,33,-44,.98798,3.63,1.55,6.8,0,10,3
475,3,8,.6,.22,2.1,.08,25,-121,.99613,3.3,.49,5.9,0,9,2
477,4,6.8,-1.65,.27,18.15,.042,30,356,1.0001,4.2,-.85, ,1,7,1
480,3,-4.2,.47,-.58,30.4,.556,11,77,.9956,4.38, ,-1.1,0,8,1
481,3,.6,.28,.4,22,.048,460,167,1.01553, ,.5,13.8,0,7,1
482,5,9,.24,.35,1.5,.052,51,128,.94572,3.41, ,12.6,0,8,1
483,0,6.8,1.46,1.87,1.1,.035,26,81,1.029,4.26,.52,11.4,-1,6,1
484,0,18.3,1.5,.36,6.8,-.493,12,90,.98254,3.31, ,8.2,0,9, 
485,3,9.7,1.17,-.37, ,.264,55,170,.99773,2.91,-.76,9.7,0,8,3
486,4,1.1,1.11,.37,9.95,-.026,-224,15,.99581,3.58,-.33,13.9,0,8,2
487,0,14.1,.63,0,4.3,.103,133,220.5,1.08949,4.13,1.25,8.2,1,7, 
488,4,6.7,.15,.32,7.9,-.95,17,-241,.99512,3.29,.32,10,0,7,2
489,2,2.6,.58,.88,1.5,.02,-87,96,1.00026,2.18,.38,12.4,-2,6,3
490,4,7.2,.645,-.03,1.9,-.256,15,-334,.99675,3.37,1.32,14,0,8,2
491,2,6.8,.36,.89,55.7,.039,-45,170,.9948,3.3,1.54, ,-1,7, 
492,5,7.9,1.21,1.51,44.3,-.465,287,-10,.94971,4.49,1.97,14.2,0,7,2
494,0,8.5,-.52,.35,1.7,.061,-265,45,.97098,2.31,-.86,13.9,1,9, 
495,0,6.7,1.11,.32, ,.155,20,109,.99262,3.34,.35,12.6,0,7, 
496,5,14.3,.24,.29,70.1,.42,56,157,1.02798,4.33,1.68,9.8,1,7,4
498,0,1.8,.19,0,101.6,.097,230,455,.99582, ,.52,9.5,0,8, 
499,4,6.5,.02,-2.25,-24.7,.126,-131,191,.99297,3.78,.87,9.5,0,7,3
500,3,10,.84,1.59,2.9,.263,4,187,1.02333,2.71,1.1,12.2,-1,11,2
501,2,7.6,1.82,1.75,-54.3,.049,57,636,.99748,3.24,-.15,9.3,-1,8,1
502,3,7.9,.22,1.64,5.5,.054,37,-31,.99474,2.45,.5, ,0,8, 
506,5,6.9,.36,1.31,-49.25,-.03,51,152,1.00361,3,1.51,4,0,8,4
508,2,6.8,-.87,.34,4.6,.21,94,135,.99884,2.18,2.11,10.6,-1,7,2
509,3,7.4,.38,-.93,8.3,.271,44,168,.99627, ,.52,19.2,0,8, 
510,2,18,.86,-.43,-62.1,.601,6,61,.9897,2.05,.22,11.5,0,7, 
511,3,6.5,-.6,.29,42.7, ,-7,86,1.0114,3.25,.45,8,-1,7,1
512,5,8.5,-.16,-2.55,48.9,-.304,79,-236,1.08899,3.04,1.31, ,1,9,3
514,4,7.2,.29,.4,7.6,-.571,199,177,.99337,3.04, ,6.5,0,8,2
515,0,19.7,1.32,1.31,3.3,.1,26,52,.9982,1.7,.53,15.9,0,10, 
516,0,7.2,.66,.58,2.3,.078, ,-336,.99743,2.73,.57,23.5,0,8, 
517,3,14.2,-.32,1.07,54.7,.181,-23,138,.99125,3.46,-1.16,11.1,-1,7,1
518,3,-4.4,1.16,.34,1.6,.469,33,314,.9921,2.12,-.27,5.2,-1,7,3
520,0,-2.7,.33,1.08,2.5,.047,-225,148,.95857,3.2,.43,7.1,0,7, 
523,5,15.7,.7,-.14,3.3,.044,-192,91,1.0418,3.49,1.55,10.8,1,7,3
524,4,3.2,.23,.16,7.95,-.545,72,108,1.02243,3.44,1.94,8.9,0,6,2
525,6,6,1.08,.24,-31,-.411, ,126,1.02658,4.5, ,9,1,7,3
526,0,-1.7,1.8,.08,1.8,-.12,22,89,.89949,3.34,1.4,11.5,0,8,1
527,6,-15.7,-.1,.06,-50.9,.668,24,625,.995,3.28,1.42,6.9,1,9,1
528,3,6.6,-.12,.52,8.1,.102,-67,-56,.99548,3.18,3.64,12.4,0,7, 
529,3,6.1,-.05,1.56,59.3,.335,-205,108,.9934,3.23,.52,9.2,0,7,1
530,0,9,.2,.42,22,.041,80,26,.9925,1.83,.49,11.4,0,9, 
531,6,5.2,0,.45,-49.4,.022,14,49,.9934,3.01,.33,11.1,1,10,2
532,0,12.8,2.08,.98,37.2,.088,13,35,.9997,2.48,.6,13.7,0,14, 
533,4,7.3,.2,1.03,30.5,.611,51,351,1.0004, ,3.67,6.3,0,9,1
534,2,9.7,.69,.32,32,.471,22,365,.97688,3.29,-1.01,6.3,-1,11,1
535,4,6.4,.26,.69,1.7,-.66,-248,60,.9925,4.34,.54,10.1,1,7,2
536,0,15.6,-.05,.02,2.2,.546,36,111,.99524,1.88, ,2.1,0,7, 
537,6,1.1,.25,.39,2.1,.036,7,45,.96443,4.29,.43,12.2,0,8,2
538,4,8.2,.18,.54,-17,-.033,28,81,.9923,3,.56,10.5,-1,9, 
539,3,6.6,.26,.46,7.8,.047,135,561,.9664,3.2,-.51,11.9,0,7,2
540,4,11.8,-1.16,.03,3.3,-.534, ,143,.92193,1.91, ,11.3,0,7,2
541,5,6.3,.24,-.37,70.9,.035,-125,12,.96616,3.17,-.83,8.3,1,7,1
542,3,6.7,1.8,.18,7.7,-.17,-227,200,1.046,3.34,-.9,9.4,-1,7,1
543,1,6.4,.3,1.36,-47.1,.332,166, ,.94414,3.36,-.35,9,-2,7, 
544,4,6.5,.41,.09,65.7,.048,-135,31,.99454,3.44,1.73,9.8,0,7,3
546,3,7.1,.28,-.96,1.9,.615,12,86,.90037,3.15,1.12,9.4,0,8,2
547,0,12.7,.6,.49,21,-.496,5,26,.9994,4.09,.57,15.6,-1,14, 
548,5,5.1,.33,.19,50.2,.027,273,-337,.9893,3.67,.38,9.7,0,6,1
550,4,6.7,.26,.29,7.1,.119,306,550,1.04276,3.4,-1.1,8.5,0,7,2
552,4,17.1,.44,.26,131.75,-.245,-115,100,.99117,3.17,-.61,7.3,0,9,3
553,4,1,.26,.42,-43.8, ,76,22,.96671,2.49,.45,15.7,0,8,2
554,4,17.8,.41,.64,-31.5,-.05,-238,127,1.02079,3.96,.79,6.3,-1,7,1
555,6,12.9,.19,.25,25.4, ,90,107,.99382,3.53,.66,10.5,1,8,4
558,3,14.7,.29,.52,-12.1,.164,35,192,1.04617,3.16,.51,15.6,-1,7,2
561,2,7.8,-1.64,.74,-6.6,.033,-40,561,1.0919,3.14,.52,12.8,-2,9,2
562,4,6,.45,.65,9.7,.08,11,-260,.9956,3.04, ,12.6,1,7, 
563,4,17.6,2.955,.2,74.4,.071,140,212,1.03108,1.73,1.26,3.2,0,8,2
564,2,7.4,.17,.34,8.3,.052,44,477,.99627,3.11, ,11.4,-1,8, 
565,6,-2.6,.32,.26,38.8,-.505,253,22,.99291,3.36,.19,11.1,2,7,2
567,0,7,-.385,0,39.5,-.571,173,-178,1.00467,3.48,.56,9.6,0,8, 
568,2,7.6,.27,1.89,-28.8,.043,-370,152,.95213,3.02,.59,13.7,-2,8,1
570,4,5.8,.25,.25,-16.3,-.171,-148,-287,1.03087,3.37,.58,4.6,0,6,3
571,0,1.2,.3,1.74, ,.054,257,544,.9956,3.12,.38, ,-2,8, 
572,0,11.7,.3,.9,4.5,.652,213,344,.99513,2.77,-.29,11.3,1,8, 
574,0,9.1,.28,-.91,-52.4,.067,25,12,1.0078,3.25,.55,13,-1,10, 
575,4,6.8,.52,-.63,-22.6,.128,-194,-72,.9972,3.27,1.41,4.1,0,8,2
576,4,14.6,.22,.48,1.5,.662,-225,-135,.9944,2.25,-.29,2.4,1,8,3
577,5,7.4,-.61,.16,12.8,.395,48.5,229,.9986,4.02,2.83, ,0,8,3
580,2,9.8,.695,-.95,2,.076,12,-383,.99546,3.29,.54,10.1,-1,8,1
581,5,1.9,-.92,1.82,4.7,.274,326,205,.99042,3.57,.11,12.5,-1,7,4
583,0,2.9,1.105,0,-85.3,.39,7,12,.9846,3.34,-.7,6,0,8, 
584,0,0,.58,-.24,-24.4,.078,-32,32,.99546,3.36, ,17.9,-2,7, 
585,0,-.4,.91,.07,3.4,.31,197,71,1.052,2.32,1.26,10.8,2,11, 
586,1,7.4,1.18,.32,7.1,.578,-63,486,.98713,3.32,2.05,7.8,-1,8, 
587,4,6.8,.21,.36,-21.5,.733,-15,133,1.04752, ,1.28,8.8,1,7, 
588,0,5.7,.49,.28,42.6,.11,20,229,1.01233,2.93,1.95,9.9,1,9, 
589,5,6.9,.38,.28,8.3,.062,22,166,.98958,3.16,.72,10.6,2,8,3
590,4,9.7,.26,1.37,3.8,.029,-109,-125,.99011,4.13,.34,12,0,7,1
591,4,6.3,.27,1.81,20.5,.044,59,-56,.99077,3.14,2.01,11.7,0,7,3
592,4,4.1,.885,.27,2.3,.084,31,145,.97161,2.75,.53,9.4,1,11,2
593,5,6.6,.34,.22,38,.046,325,133,1.0571,2.94,-.42,10.1,1,7,2
594,3,6.5,.55,.44,-5,.043, ,-30,.98659,4.38,.48,-.199999999999999,0,7,1
595,3,3.1,.2,.36,20.4,.066,31,132,.995,4.16,2.2,10.9,-1,8,2
597,3,1.1,2.81,-.09,93.5,-.478,-156,229,.9761,2.02,-1.27,8.9,0,7, 
600,4,-3.7,.32,1.68,2.5,.052,40,219.5,.99575,3.15,1.92,10,1,7,1
601,0,5.1,2.81,.8,-.4,.053,13,-287,1.0039,3.22,.39,11.5,2,6, 
603,3,5.3,-2.65,2.01,4.9,.028,176,497,.9932,3.04,.4,11.3,-1,10, 
604,3,17.8,-1.09,.87,-62.8,.27,17,156,1.01897,3.13,.36,3.7,0,7,1
606,4,6.4,.3,-.23,-115.2,.058,27,-116,.93754,3.95,-.65,21.1,0,7, 
607,0,7.4,.64,-.16,-7.4,-.378,-61, ,.97551, ,1.89,9.8,0,8,1
608,4,6,1.31,.41,10.8, ,172,406,.9887,1.63,-.33,11,-1,7,1
609,0,6.6,.05,.04,-14.6,.069,-62,15,.9956,3.62,.63,5.2,-1,7, 
610,3,18.2,.95,.24,99.4,-.539,29,-161,1.01019,2.95, ,10.6,-1,8,2
611,0,10.6,.48,.64,2.2,.111,-344,259,.997,3.26,2.15,11.7,1,12, 
612,4,6.7,.23,.93,-14.7,.361,231,143,.99256,3.25, ,22.1,0,7,2
613,4,-2.3,-.07,.3,-10.4,.333,116,143,1.01838,3.8,-.21,9.4,0,7,1
614,3,6.4,.885,0,41.3,.899, ,-222,.99551,3.56,-.52,10.2,0,7,2
615,0,14.2,.21,.71,62.9,.09,-277,-304,.97454,2.08,1.49,10.4,1,9, 
616,0,8.4,-.01,.42,1.6,.085,9,101,.994,3.05,.8,11.9,1,9, 
618,5,1.5,1.19,.32,36.9,.273,14,119,.99137,2.04,1.89,16.8,1,6,4
620,5,4.5,.25,.28,4.9,1.224,29,98,.99024,3.09,1.35,9.8,0,7,4
621,3,11.8,.295,.2,2.2,.432,18,157,.98349,3.21,2,14.1,0,6,1
622,0,7.9,1.28,.47,2.6,-.285,12,94,1.086,3.4,-.24,9.5,-1,9, 
623,3,4.6,.11,.28,13.8,.264,186,369,.9948,3.23,.37,10.4,-1,8,1
624,3,-2,.26,1.43,-57.2,-.532,548,183,.99594,3.2,.32,9.3,0,7,2
625,0,13,.43,1.07, ,-.079,-18,486,.95632,3.02,-.83,11.7,-1,7, 
626,0,14.8,1.42,-.06,.8,.037,-174,356,1.01232,4, ,13.7,-1,7,1
627,2,20.2,.2,.28,20.1,-.331,18,72,.98704,2.48,2.06,10.4,-1,9,1
628,5,6.8,.75,.17, , ,26,355,1.04373,3,-.46,9.8,1,7,2
629,4,2.9,.39,.26,.1,.103,39,-162,.99325,3.41, ,10.8,0,7,2
631,4,17.9,-.53,-.42,1.6,.095,365,903,.99396,3.18,.7,3.5,0,8,1
632,5,5.2,.28,.29,-27,.028,18, ,1.04306,2.84,-.84,10,1,6,1
633,4,6.8,.37,-.28,-102.4,.175,-156,98,.95199,2.83,2.14,10.3,0,8,1
635,6,14,-1.11,.29,1.8, ,40,147,.9912,3.06,-1.26,11.4,1,7,2
636,4,4.9,1.815,-.98,-97.8,.024,58,45,1.04469,2.68,-1.91,11.4,1,8,2
637,4,6.4,.36,.26,-22.9,.578,19,413,.95793,1.31,.98,9.3,0,6,3
638,5,6.6,.22,-1.29,-9.1,.617,-9,632,.99906,2.53,1.44,12.4,1,7,3
639,3,-4,-.91,.28,4.2,-.436,-127,112,.9906,3,1.59,14.9,-1,8, 
640,4,6.9,1.12,.41,34,.241,31,-57,.99368,3.22, ,11.2,0,8,2
641,4,14.1,-.045,.22,2.3,.075,126,24,.99688,3.68,.54,11.3,0,9,1
642,0,-.0999999999999996,1.22,-1.18,39.1,-1.158,622,225,1.03223,3.45,.49,10.7,0,9,1
644,0,8.9,.025,1.33,49.4,.061,111,227,.99739,2.24,.36,9.7,1,10, 
646,2,1.7,1.525,.19,.8,.337,17,204,.9934,3.34,.21,13.4,-1,8, 
648,6,17.4,.44,1.99,2.7,-.481,35,474,1.01363,3.18, ,16.6,1,8,2
650,3,9.5,.47,.49,-9.9,.555,42,220,.9988,4.1,.99, ,0,9,1
651,0,6.9,-.56,1.36,13.5,.27,-174,31,.95191,3.84,-.48,9.8,1,7, 
652,1,5.6,.54,.1,11.4,-.531,240,434,1.03694,3.34, ,7.7,-2,6, 
653,5,6.3,.23,-.63,1.8,.033,3,-119,.9906,4.46,.4,11.8,1,7,2
654,3,5,1.36,.37,1.2,-.414,68,-273,.9917,3.18,.1,13.6,0,9, 
655,4,9.2,-1.16,.28,18.6,.032,25,78,.99094,2.99,2.1,7.4,1,9,3
659,0,7.3,-.4,.24,-4.7,.362,-193,-93,.98298,2.68,.38,12.2,-1,8, 
660,4,10.3,.19,.37,-54.6,.54,-466,117,1.03125,2.99,1.27,8.5,1,9,2
661,2,25.2,.26,.3,2,.355,13,272,.97573, ,.02,12.6,-1,8, 
662,0,6.4,.43,.32,50.2,.048,88,67,.99176,3.08,-2.96,11.4,-1,7, 
663,2,7.1,-.25,.61,-56,.454,-191,155,1.04649, ,.45, ,-1,8,1
664,0,9.4,-.34,1.81,14.6,.043,47,3,.9994,3.34,-1.08, ,0,8, 
665,3,17.4,-1.18,-.04,1.3,.381,251,698,.9925,3.07,.54,8.1,0,7,2
666,4,5.3,.6,-.19, ,.033,33,-164,.95734,3.08,3.27,13.3,0,9,3
668,3,6.8,-.89,-.51,6.7,.034,106,420,.99245,4.17,1.63,14.3,-1,7,1
669,2,7.4,.45,.32,7.1,.432,108,117,.9962,3.32,-.14,12.1,0,8,2
670,3,6.5,.25,-.82,-42.8,.292,227, ,.9972,2.31,.04,9.9,0,7,3
671,5,-4.6,2.44,1.78,35.7,.048,30,-232,.99138,4.26, ,17.1,1,6,3
672,0,6.2,-.66,-.26, ,.086,300, ,1.00781,3.1,-1.27,10.6,0,7, 
673,3,7.9,-.5,.26, ,-.249,-131,143,.9942,4.31,.74,9.8,0,8, 
674,5,6.6,.13,-1.37,-10.4, ,314,95,1.04062,2.61,2.83,9.8,1,7,2
675,4,7.7,.79,1.2,-21.4,-.125,484,-147,1.01184,.72,-.26,11.3,-1,8,2
676,0,-10.5,-.45,0, , ,206,-177,.995,3.54, ,6.4,0,7, 
677,6,6.5,.83,-.43,40.2,-.392,41, ,.95525,3.26,.59,10.4,1,7,4
678,6,13.8,-.55,-1.04,2.2,.026,289,29,.95031,3.68,.65,12.3,0,7,3
679,6,5.9,-.38,.3,1.5,.143,19,-238,.98897,3.47,.42,12.3,1,7,2
680,2,7.1,.24,.34,1.2,.045,6,137,.99132,3.43,1.75,7.2,0,8,2
681,3,12.2,-1.04,-.38,1.4,.036, ,108,.99006,4.45,.66,9.7,-1,7,2
682,0,-.699999999999999,.45,-.59,-17.8, ,-181,34,1.04953,3.51,.56,15.2,1,8, 
683,5,16.8,0,.35,11.1,.039,29,198,.9984,3.36,.5,9.4,0,7,1
684,2,12.6,.15,.24,1.8,.025,32,102,.95406,3.34,.59,15.3,-2,8,2
685,6,-1.2,-1.89,-1.13,2.5,.047,31,540,.99252,3.07,.57,15.2,2,8,3
686,3,7.8,.39,1.64,20.2,.047,21,262,.9951,2.94,.31,11.8,-1,8,1
687,0,-2.7,-.4,.32,4.2,1.114,-123,327,.99714,3.46,.78,9.9,0,8, 
688,3,14.7,.24,.46,51.3,1.26,48,-29,1.07238,.58,.42,7.8,-1,8, 
689,0,1.4,.63,.02,1.9,.264,-65,30,.99712,2.95,.22,6.5,0,8, 
690,0,9.1,.32,-.65,45.8,.373,17,673,.9956,3.13,-1.16,9.3,-1,10,2
691,5,18.6,-.37,.35,.9,-.011,252,413,.99921,3.13,.38,11.7,1,9,4
694,3,6.1,-.59,.37,2.6,.041,24,380,1.03352,3.18,.5,15.3,-1,7,2
695,2,9.8,1.03,-.87,2.8,.429,35,374,1.00699,1.95,.39,9.2,-1,11, 
696,0,7.9,-.61,.44,27.2,.075,10,26,1.00005,3.06,-.18,7.1,1,16, 
697,4,6.4,.09,.37,5.4,.026,27,80,1.03243,3.44,-.5,12.7,1,8,3
701,0,7.2,.31,-1.49,7.2,.046,45,178,.9955,4.16,.53,9.7,2,8,1
702,5,4.8,.575,-.96,1.2,.074,47,310,.99132,3.79,.4,10.3,1,5,2
703,0,-1.9,1.49,.25,-49, , ,148,.9976,2.38, ,9.2,1,8, 
705,0,-1.5,.29,.29,5.6,.332, ,-67,.99313,3.81,.91,15.9333333333333,-1,7,1
706,5,6.8,.49,.48,2.7,.042,28,83,.97673,2.52,.51, ,-1,8,4
710,2,8.1,1,.81,-38.6,.257,-167,183,1.03047, , ,11.2,-1,9, 
711,1,6.3,-.13,.44,-14.7,.05,50,245,1.04814,2.43,2.29,8.6,-1,7,1
712,0,.3,1.595,0,2.6,.081,-75,406,.99721,3.58,.52,17.3,0,9, 
715,0,14.5,.87,.06,3.8, ,-70,351,.99668,3.26,.56,9.2,-1,9, 
717,4,6.4,.35,.28,-42.7,.039,-190,401,.99539,2.94,.43,10.6,0,7,2
719,3,1.9,.25,.2, ,.024,29,101,.99114,2.43,.09,10.8,-1,7,1
720,6,19,.92,.28,21.35,-.18,51,490,.99782,5.48,.6,9.5,1,8,3
721,4,1.8,.24,.29,1.2,.528,37,97,1.00562,4.41,-1.08, ,0,8,3
723,0,8.5,1.66,.2,-55.2,-.058,-92,113,1.01949,3.13,1.48,9.2,0,9, 
724,3,13.2,.16,.02,-20.5,.064,63,-342,1.03396,3.66, ,22.2,0,7,1
725,3,16.2,.24,-1.33,1.3,.038,32,571,.99125,3.54,.43,11.1,-1,7, 
